0.125,0.07446
0.125,0.07446
0.0625,0.09277
0.1875,0.09839
0.1875,0.09839
0.125,0.09082
0.125,0.09082
0.0625,0.09277
0.0625,0.09277
0.0625,0.09277
0.0625,0.09277
0.125,0.09021
0.125,0.09021
0.1875,0.09106
0.1875,0.09106
0.125,0.08691
0.125,0.08691
0.0625,0.09473
0.0625,0.09473
0.0625,0.09485
0.0625,0.09485
0.1875,0.0159
0.1875,0.0159
0.0625,0.124
0.0625,0.124
0.1382,0.1041
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
0.0625,0.09778
